"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Libya","Rural population (1000 inhab)",2002,1291.813,,2007,1347.074,,2012,1331.872,,2017,1286.565,,,,
"Libya","Urban population (1000 inhab)",2002,4235.702,,2007,4623.288,,2012,4866.386,,2017,5088.051,,,,
"Libya","Population density (inhab/km2)",2002,3.1434857974,,2007,3.3956528411,,2012,3.5723814179,,2017,3.7400252339,,,,
"Libya","GDP per capita (current US$/inhab)",2002,3964.286023,,2007,10496.525432,,2012,16321.621458,,2017,3940.67063,,,,
"Libya","Human Development Index (HDI) [highest = 1] (-)",2002,0.737,,2007,0.754,,2012,0.742,,2017,0.704,,,,
"Libya","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,2007,0.315,,2012,0.2363333333,,2017,0.134,,,,
"Libya","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,821.3934001062,,2007,860.8794637485,,2012,927.495025254,,2017,885.9207588709,,,,
"Libya","Total population with access to safe drinking-water (JMP) (%)",2002,71.2,,2007,71.2,,2012,71.2,,2017,71.2,,,,
"Libya","Rural population with access to safe drinking-water (JMP) (%)",2002,68.3,,2007,68.3,,2012,68.3,,2017,68.3,,,,
"Libya","Urban population with access to safe drinking-water (JMP) (%)",2002,72.1,,2007,72.1,,2012,72.1,,2017,72.1,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Liechtenstein","Rural population (1000 inhab)",2002,28.947,,2007,30.155,,2012,31.295,,2017,32.493,,,,
"Liechtenstein","Urban population (1000 inhab)",2002,5.071,,2007,5.167,,2012,5.25,,2017,5.429,,,,
"Liechtenstein","Population density (inhab/km2)",2002,211.74375,,2007,220.10625,,2012,228.84375,,2017,236.25,,,,
"Liechtenstein","GDP per capita (current US$/inhab)",2002,87412.730359,,2007,144079.423913,,2012,165123.433093,,2017,172799.804725,,,,
"Liechtenstein","Human Development Index (HDI) [highest = 1] (-)",2002,0.873,,2007,0.893,,2012,0.91,,2017,0.916,,,,
"Liechtenstein","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,,,,,,,,,,,,
"Liechtenstein","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",,,,,,,,,,,,,,,
"Liechtenstein","Total population with access to safe drinking-water (JMP) (%)",,,,,,,,,,,,,,,
"Liechtenstein","Rural population with access to safe drinking-water (JMP) (%)",,,,,,,,,,,,,,,
"Liechtenstein","Urban population with access to safe drinking-water (JMP) (%)",,,,,,,,,,,,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Lithuania","Rural population (1000 inhab)",2002,1142.699,,2007,1083.093,,2012,1006.428,,2017,938.898,,,,
"Lithuania","Urban population (1000 inhab)",2002,2302.055,,2007,2176.998,,2012,2030.818,,2017,1951.399,,,,
"Lithuania","Population density (inhab/km2)",2002,52.7528790199,,2007,49.9078101072,,2012,46.639525268,,2017,43.583831143,,,,
"Lithuania","GDP per capita (current US$/inhab)",2002,4144.097841,,2007,12187.262977,,2012,14105.718512,,2017,16521.107737,,,,
"Lithuania","Human Development Index (HDI) [highest = 1] (-)",2002,0.778,,2007,0.826,,2012,0.835,,2017,0.866,,,,
"Lithuania","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,2007,0.1826,,2012,0.133,,2017,0.1247,,,,
"Lithuania","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,753.2197313831,,2007,696.230108807,,2012,230.0226713315,,2017,91.0236612317,,,,
"Lithuania","Total population with access to safe drinking-water (JMP) (%)",2002,91.8,,2007,93.8,,2012,95.8,,2017,96.6,,,,
"Lithuania","Rural population with access to safe drinking-water (JMP) (%)",2002,81.3,,2007,85.1,,2012,88.9,,2017,90.4,,,,
"Lithuania","Urban population with access to safe drinking-water (JMP) (%)",2002,97.0,,2007,98.1,,2012,99.2,,2017,99.7,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Luxembourg","Rural population (1000 inhab)",2002,65.234,,2007,59.77,,2012,57.239,,2017,54.103,,,,
"Luxembourg","Urban population (1000 inhab)",2002,378.492,,2007,414.952,,2012,475.148,,2017,529.352,,,,
"Luxembourg","Population density (inhab/km2)",2002,171.3227799228,,2007,183.3648648649,,2012,204.9640926641,,2017,228.5366795367,,,,
"Luxembourg","GDP per capita (current US$/inhab)",2002,53225.195448,,2007,107190.150392,,2012,106460.078452,,2017,110003.247419,,,,
"Luxembourg","Human Development Index (HDI) [highest = 1] (-)",2002,0.869,,2007,0.888,,2012,0.892,,2017,0.908,,,,
"Luxembourg","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",2002,0.1718,,2007,0.1768,,2012,0.162,,2017,0.0999,,,,
"Luxembourg","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,127.242733333,,2007,104.7115608248,,2012,83.8267179297,,2017,77.0387389975,,,,
"Luxembourg","Total population with access to safe drinking-water (JMP) (%)",2002,100.0,,2007,100.0,,2012,100.0,,2017,100.0,,,,
"Luxembourg","Rural population with access to safe drinking-water (JMP) (%)",2002,100.0,,2007,100.0,,2012,100.0,,2017,100.0,,,,
"Luxembourg","Urban population with access to safe drinking-water (JMP) (%)",2002,100.0,,2007,100.0,,2012,100.0,,2017,100.0,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Madagascar","Rural population (1000 inhab)",2002,12127.427,,2007,13595.04,,2012,14921.525,,2017,16231.87,,,,
"Madagascar","Urban population (1000 inhab)",2002,4637.69,,2007,5838.483,,2012,7425.048,,2017,9339.025,,,,
"Madagascar","Population density (inhab/km2)",2002,28.5587302398,,2007,33.1042688744,,2012,38.0497956751,,2017,43.53946824,,,,
"Madagascar","GDP per capita (current US$/inhab)",2002,304.496108,,2007,438.655456,,2012,518.154397,,2017,515.285585,,,,
"Madagascar","Human Development Index (HDI) [highest = 1] (-)",2002,0.457,,2007,0.491,,2012,0.507,,2017,0.518,,,,
"Madagascar","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,,,,,,,,,,,,
"Madagascar","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,799.56256792,,2007,697.6035748523,,2012,606.6637743608,,2017,530.1771040017,,,,
"Madagascar","Total population with access to safe drinking-water (JMP) (%)",2002,39.6,,2007,44.0,,2012,48.7,,2017,51.5,,,,
"Madagascar","Rural population with access to safe drinking-water (JMP) (%)",2002,25.5,,2007,29.3,,2012,33.0,,2017,35.3,,,,
"Madagascar","Urban population with access to safe drinking-water (JMP) (%)",2002,76.3,,2007,78.4,,2012,80.4,,2017,81.6,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Malawi","Rural population (1000 inhab)",2002,10237.35,,2007,11732.355,,2012,13551.942,,2017,15509.514,,,,
"Malawi","Urban population (1000 inhab)",2002,1776.361,,2007,2108.614,,2012,2545.363,,2017,3112.59,,,,
"Malawi","Population density (inhab/km2)",2002,98.8661715057,,2007,112.6080857529,,2012,129.9461090479,,2017,149.1407494936,,,,
"Malawi","GDP per capita (current US$/inhab)",2002,290.967701,,2007,320.276526,,2012,355.428098,,2017,340.870048,,,,
"Malawi","Human Development Index (HDI) [highest = 1] (-)",2002,0.363,,2007,0.394,,2012,0.452,,2017,0.482,,,,
"Malawi","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,2007,0.632,,2012,0.5936666667,,2017,0.6111,,,,
"Malawi","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,114.2272819162,,2007,101.6953776723,,2012,88.1267003182,,2017,76.7846604531,,,,
"Malawi","Total population with access to safe drinking-water (JMP) (%)",2002,66.2,,2007,75.5,,2012,84.7,,2017,90.2,,,,
"Malawi","Rural population with access to safe drinking-water (JMP) (%)",2002,61.6,,2007,72.2,,2012,82.8,,2017,89.1,,,,
"Malawi","Urban population with access to safe drinking-water (JMP) (%)",2002,93.3,,2007,94.2,,2012,95.1,,2017,95.7,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Malaysia","Rural population (1000 inhab)",2002,8746.392,,2007,8424.428,,2012,8087.429,,2017,7764.814,,,,
"Malaysia","Urban population (1000 inhab)",2002,15452.419,,2007,18201.417,,2012,21083.027,,2017,23859.45,,,,
"Malaysia","Population density (inhab/km2)",2002,73.1813512696,,2007,80.775,,2012,87.8723972189,,2017,94.0285550181,,,,
"Malaysia","GDP per capita (current US$/inhab)",2002,4167.375261,,2007,7269.235885,,2012,10779.504483,,2017,10085.77479,,,,
"Malaysia","Human Development Index (HDI) [highest = 1] (-)",2002,0.724,,2007,0.751,,2012,0.782,,2017,0.802,,,,
"Malaysia","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",2002,0.302,,2007,0.2816,,2012,0.2296666667,,2017,0.209,,,,
"Malaysia","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,226.6982551628,,2007,205.386377509,,2012,188.7974513995,,2017,176.4366647992,,,,
"Malaysia","Total population with access to safe drinking-water (JMP) (%)",2002,94.8,,2007,96.4,,2012,97.9,,2017,98.2,,,,
"Malaysia","Rural population with access to safe drinking-water (JMP) (%)",2002,89.3,,2007,90.8,,2012,92.4,,2017,93.0,,,,
"Malaysia","Urban population with access to safe drinking-water (JMP) (%)",2002,97.9,,2007,99.0,,2012,100.0,,2017,100.0,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Maldives","Rural population (1000 inhab)",2002,205.915,,2007,217.772,,2012,242.277,,2017,264.503,,,,
"Maldives","Urban population (1000 inhab)",2002,88.426,,2007,118.298,,2012,143.926,,2017,171.827,,,,
"Maldives","Population density (inhab/km2)",2002,980.62,,2007,1117.23,,2012,1324.1233333333,,2017,1654.6733333333,,,,
"Maldives","GDP per capita (current US$/inhab)",2002,3102.950282,,2007,5559.506828,,2012,7473.178449,,2017,10854.169233,,,,
"Maldives","Human Development Index (HDI) [highest = 1] (-)",2002,0.619,,2007,0.647,,2012,0.688,,2017,0.716,,,,
"Maldives","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,2007,0.3944,,2012,0.3053333333,,2017,0.2427,,,,
"Maldives","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,21.330042898,,2007,17.2478731057,,2012,14.8525942951,,2017,11.8855282614,,,,
"Maldives","Total population with access to safe drinking-water (JMP) (%)",2002,95.9,,2007,97.5,,2012,98.6,,2017,98.6,,,,
"Maldives","Rural population with access to safe drinking-water (JMP) (%)",2002,94.2,,2007,96.3,,2012,97.9,,2017,97.9,,,,
"Maldives","Urban population with access to safe drinking-water (JMP) (%)",2002,99.8,,2007,99.7,,2012,99.5,,2017,99.5,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Mali","Rural population (1000 inhab)",2002,8169.81,,2007,9078.96,,2012,9988.283,,2017,10833.712,,,,
"Mali","Urban population (1000 inhab)",2002,3469.119,,2007,4596.646,,2012,6018.387,,2017,7708.268,,,,
"Mali","Population density (inhab/km2)",2002,9.3670219886,,2007,11.0075585193,,2012,12.8847160516,,2017,14.9270918166,,,,
"Mali","GDP per capita (current US$/inhab)",2002,334.2024,,2007,595.636854,,2012,777.347632,,2017,829.238323,,,,
"Mali","Human Development Index (HDI) [highest = 1] (-)",2002,0.33,,2007,0.367,,2012,0.408,,2017,0.426,,,,
"Mali","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",2002,0.7066,,2007,0.698,,2012,0.6773333333,,2017,0.6767,,,,
"Mali","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,439.2969612164,,2007,379.88599611,,2012,324.5408991623,,2017,280.136103148,,,,
"Mali","Total population with access to safe drinking-water (JMP) (%)",2002,50.6,,2007,60.8,,2012,70.9,,2017,77.0,,,,
"Mali","Rural population with access to safe drinking-water (JMP) (%)",2002,40.8,,2007,49.7,,2012,58.7,,2017,64.1,,,,
"Mali","Urban population with access to safe drinking-water (JMP) (%)",2002,73.9,,2007,82.6,,2012,91.3,,2017,96.5,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Malta","Rural population (1000 inhab)",2002,28.474,,2007,25.207,,2012,24.36,,2017,23.498,,,,
"Malta","Urban population (1000 inhab)",2002,372.829,,2007,385.117,,2012,396.429,,2017,407.337,,,,
"Malta","Population density (inhab/km2)",2002,1245.99375,,2007,1274.5375,,2012,1318.153125,,2017,1368.540625,,,,
"Malta","GDP per capita (current US$/inhab)",2002,11131.599034,,2007,19327.066778,,2012,21892.388462,,2017,29664.307806,,,,
"Malta","Human Development Index (HDI) [highest = 1] (-)",2002,0.797,,2007,0.831,,2012,0.854,,2017,0.883,,,,
"Malta","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,2007,0.2688,,2012,0.2356666667,,2017,0.2266,,,,
"Malta","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,135.29074971,,2007,115.2106374099,,2012,94.5925762608,,2017,145.684385511,,,,
"Malta","Total population with access to safe drinking-water (JMP) (%)",2002,100.0,,2007,100.0,,2012,100.0,,2017,100.0,,,,
"Malta","Rural population with access to safe drinking-water (JMP) (%)",2002,100.0,,2007,100.0,,2012,100.0,,2017,100.0,,,,
"Malta","Urban population with access to safe drinking-water (JMP) (%)",2002,100.0,,2007,100.0,,2012,100.0,,2017,100.0,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Marshall Islands","Rural population (1000 inhab)",2002,15.847,,2007,14.533,,2012,13.43,,2017,12.413,,,,
"Marshall Islands","Urban population (1000 inhab)",2002,36.311,,2007,37.604,,2012,39.233,,2017,40.714,,,,
"Marshall Islands","Population density (inhab/km2)",2002,290.9444444444,,2007,311.3944444444,,2012,315.0944444444,,2017,322.5444444444,,,,
"Marshall Islands","GDP per capita (current US$/inhab)",2002,2395.453411,,2007,2958.79949,,2012,3543.424738,,2017,3910.437649,,,,
"Marshall Islands","Human Development Index (HDI) [highest = 1] (-)",,,,,,,,,,2017,0.696,,,,
"Marshall Islands","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,,,,,,,,,,,,
"Marshall Islands","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",,,,,,,,,,,,,,,
"Marshall Islands","Total population with access to safe drinking-water (JMP) (%)",2002,93.4,,2007,93.9,,2012,94.5,,2017,94.6,,,,
"Marshall Islands","Rural population with access to safe drinking-water (JMP) (%)",2002,96.1,,2007,96.8,,2012,97.5,,2017,97.6,,,,
"Marshall Islands","Urban population with access to safe drinking-water (JMP) (%)",2002,92.1,,2007,92.8,,2012,93.4,,2017,93.5,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Mauritania","Rural population (1000 inhab)",2002,1738.864,,2007,1858.724,,2012,1976.397,,2017,2085.278,,,,
"Mauritania","Urban population (1000 inhab)",2002,1134.364,,2007,1453.941,,2012,1853.842,,2017,2334.906,,,,
"Mauritania","Population density (inhab/km2)",2002,2.6953517027,,2007,3.1071281653,,2012,3.5961530998,,2017,4.1550111575,,,,
"Mauritania","GDP per capita (current US$/inhab)",2002,592.611716,,2007,1294.647068,,2012,1642.687687,,2017,1597.806534,,,,
"Mauritania","Human Development Index (HDI) [highest = 1] (-)",2002,0.451,,2007,0.479,,2012,0.503,,2017,0.524,,,,
"Mauritania","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",2002,0.7406,,2007,0.6846,,2012,0.6463333333,,2017,0.6105,,,,
"Mauritania","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,530.2546813486,,2007,421.6058806245,,2012,364.2735639968,,2017,315.2779756081,,,,
"Mauritania","Total population with access to safe drinking-water (JMP) (%)",2002,44.6,,2007,50.7,,2012,56.7,,2017,57.9,,,,
"Mauritania","Rural population with access to safe drinking-water (JMP) (%)",2002,41.7,,2007,48.7,,2012,55.7,,2017,57.1,,,,
"Mauritania","Urban population with access to safe drinking-water (JMP) (%)",2002,47.3,,2007,52.4,,2012,57.4,,2017,58.4,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Mauritius","Rural population (1000 inhab)",2002,691.683,,2007,717.043,,2012,735.323,,2017,748.44,,,,
"Mauritius","Urban population (1000 inhab)",2002,510.129,,2007,516.868,,2012,518.048,,2017,516.698,,,,
"Mauritius","Population density (inhab/km2)",2002,589.1235294118,,2007,604.8475490196,,2012,614.4549019608,,2017,619.8524509804,,,,
"Mauritius","GDP per capita (current US$/inhab)",2002,4206.230126,,2007,6605.136144,,2012,9309.850416,,2017,10480.55486,,,,
"Mauritius","Human Development Index (HDI) [highest = 1] (-)",2002,0.688,,2007,0.728,,2012,0.768,,2017,0.793,,,,
"Mauritius","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,2007,0.366,,2012,0.377,,2017,0.4188,,,,
"Mauritius","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,571.3594694234,,2007,510.5807734731,,2012,464.3044049883,,2017,487.1494560296,,,,
"Mauritius","Total population with access to safe drinking-water (JMP) (%)",2002,99.3,,2007,99.6,,2012,99.8,,2017,99.9,,,,
"Mauritius","Rural population with access to safe drinking-water (JMP) (%)",2002,99.0,,2007,99.4,,2012,99.7,,2017,99.8,,,,
"Mauritius","Urban population with access to safe drinking-water (JMP) (%)",2002,99.8,,2007,99.8,,2012,99.9,,2017,99.9,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Mexico","Rural population (1000 inhab)",2002,25708.164,,2007,25812.028,,2012,26092.527,,2017,26004.525,,,,
"Mexico","Urban population (1000 inhab)",2002,78647.444,,2007,86024.318,,2012,94735.78,,2017,103158.751,,,,
"Mexico","Population density (inhab/km2)",2002,51.7643012045,,2007,55.5750425071,,2012,59.7003405655,,2017,63.5199523514,,,,
"Mexico","GDP per capita (current US$/inhab)",2002,7398.832947,,2007,9412.835117,,2012,9940.500012,,2017,8967.170167,,,,
"Mexico","Human Development Index (HDI) [highest = 1] (-)",2002,0.714,,2007,0.738,,2012,0.752,,2017,0.765,,,,
"Mexico","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",2002,0.4676,,2007,0.4196,,2012,0.3863333333,,2017,0.3728,,,,
"Mexico","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,713.9713112166,,2007,723.1806994897,,2012,705.4666051527,,2017,704.006122138,,,,
"Mexico","Total population with access to safe drinking-water (JMP) (%)",2002,89.7,,2007,92.5,,2012,95.1,,2017,96.1,,,,
"Mexico","Rural population with access to safe drinking-water (JMP) (%)",2002,75.7,,2007,82.6,,2012,89.4,,2017,92.1,,,,
"Mexico","Urban population with access to safe drinking-water (JMP) (%)",2002,94.3,,2007,95.5,,2012,96.7,,2017,97.2,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Micronesia (Federated States of)","Rural population (1000 inhab)",2002,83.094,,2007,81.627,,2012,80.397,,2017,81.683,,,,
"Micronesia (Federated States of)","Urban population (1000 inhab)",2002,23.889,,2007,23.451,,2012,23.106,,2017,23.861,,,,
"Micronesia (Federated States of)","Population density (inhab/km2)",2002,152.9,,2007,149.2057142857,,2012,149.2942857143,,2017,159.2271428571,,,,
"Micronesia (Federated States of)","GDP per capita (current US$/inhab)",2002,2257.122963,,2007,2442.947144,,2012,3153.531782,,2017,3435.533995,,,,
"Micronesia (Federated States of)","Human Development Index (HDI) [highest = 1] (-)",2002,0.553,,2007,0.583,,2012,0.599,,2017,0.612,,,,
"Micronesia (Federated States of)","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,,,,,,,,,,,,
"Micronesia (Federated States of)","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",,,,,,,,,,,,,,,
"Micronesia (Federated States of)","Total population with access to safe drinking-water (JMP) (%)",2002,90.0,,2007,89.5,,2012,89.0,,2017,89.0,,,,
"Micronesia (Federated States of)","Rural population with access to safe drinking-water (JMP) (%)",2002,88.7,,2007,88.1,,2012,87.4,,2017,87.4,,,,
"Micronesia (Federated States of)","Urban population with access to safe drinking-water (JMP) (%)",2002,94.2,,2007,94.5,,2012,94.8,,2017,94.8,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Monaco","Rural population (1000 inhab)",2002,0.0,,2007,0.0,,2012,0.0,,2017,0.0,,,,
"Monaco","Urban population (1000 inhab)",2002,32.629,,2007,35.111,,2012,37.783,,2017,38.695,,,,
"Monaco","Population density (inhab/km2)",,,,,,,,,,,,,,,
"Monaco","GDP per capita (current US$/inhab)",2002,87705.029141,,2007,167129.767728,,2012,152003.126014,,2017,166204.288349,,,,
"Monaco","Human Development Index (HDI) [highest = 1] (-)",,,,,,,,,,,,,,,
"Monaco","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,,,,,,,,,,,,
"Monaco","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,176.7969273913,,2007,159.3048515568,,2012,137.1365880417,,2017,130.235465722,,,,
"Monaco","Total population with access to safe drinking-water (JMP) (%)",2002,100.0,,2007,100.0,,2012,100.0,,2017,100.0,,,,
"Monaco","Rural population with access to safe drinking-water (JMP) (%)",2000,,,,,,,,,,,,,,
"Monaco","Urban population with access to safe drinking-water (JMP) (%)",2002,100.0,,2007,100.0,,2012,100.0,,2017,100.0,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Mongolia","Rural population (1000 inhab)",2002,994.464,,2007,918.387,,2012,899.714,,2017,973.037,,,,
"Mongolia","Urban population (1000 inhab)",2002,1449.195,,2007,1673.283,,2012,1914.512,,2017,2102.61,,,,
"Mongolia","Population density (inhab/km2)",2002,1.5620738818,,2007,1.6583254482,,2012,1.8059343273,,2017,1.9907638576,,,,
"Mongolia","GDP per capita (current US$/inhab)",2002,662.654194,,2007,1894.711774,,2012,4368.07713,,2017,3717.473332,,,,
"Mongolia","Human Development Index (HDI) [highest = 1] (-)",2002,0.609,,2007,0.671,,2012,0.719,,2017,0.729,,,,
"Mongolia","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,2007,0.403,,2012,0.3486666667,,2017,0.3254,,,,
"Mongolia","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,206.9105152635,,2007,209.6007690074,,2012,173.5760778674,,2017,148.5008924827,,,,
"Mongolia","Total population with access to safe drinking-water (JMP) (%)",2002,58.0,,2007,61.5,,2012,63.7,,2017,64.4,,,,
"Mongolia","Rural population with access to safe drinking-water (JMP) (%)",2002,36.0,,2007,44.9,,2012,53.8,,2017,59.2,,,,
"Mongolia","Urban population with access to safe drinking-water (JMP) (%)",2002,73.1,,2007,70.6,,2012,68.0,,2017,66.4,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Montenegro","Rural population (1000 inhab)",,,,2007,228.348,,2012,220.462,,2017,210.847,,,,
"Montenegro","Urban population (1000 inhab)",,,,2007,391.136,,2012,405.924,,2017,418.113,,,,
"Montenegro","Population density (inhab/km2)",,,,2007,44.8627805938,,2012,45.3240405503,,2017,45.4426502534,,,,
"Montenegro","GDP per capita (current US$/inhab)",,,,2007,5941.271818,,2012,6525.990317,,2017,7721.655345,,,,
"Montenegro","Human Development Index (HDI) [highest = 1] (-)",,,,2007,0.775,,2012,0.798,,2017,0.813,,,,
"Montenegro","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,,,,,,,2017,0.1711,,,,
"Montenegro","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",,,,2007,273.4758549819,,2012,257.0595518632,,2017,256.3886016225,,,,
"Montenegro","Total population with access to safe drinking-water (JMP) (%)",,,,2007,98.3,,2012,99.3,,2017,99.7,,,,
"Montenegro","Rural population with access to safe drinking-water (JMP) (%)",,,,2007,96.3,,2012,98.1,,2017,99.2,,,,
"Montenegro","Urban population with access to safe drinking-water (JMP) (%)",,,,2007,99.5,,2012,100.0,,2017,100.0,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Morocco","Rural population (1000 inhab)",2002,13578.75,,2007,13640.554,,2012,13619.442,,2017,13613.878,,,,
"Morocco","Urban population (1000 inhab)",2002,15933.618,,2007,17585.327,,2012,19714.347,,2017,22125.702,,,,
"Morocco","Population density (inhab/km2)",2002,65.960738999,,2007,69.7876452805,,2012,74.4416078827,,2017,79.680338148,,,,
"Morocco","GDP per capita (current US$/inhab)",2002,1439.020782,,2007,2531.264795,,2012,2947.934765,,2017,3069.826908,,,,
"Morocco","Human Development Index (HDI) [highest = 1] (-)",2002,0.553,,2007,0.596,,2012,0.636,,2017,0.675,,,,
"Morocco","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",2002,0.6036,,2007,0.5022,,2012,0.4686666667,,2017,0.5249,,,,
"Morocco","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,503.00854517,,2007,387.4824061978,,2012,313.7907279668,,2017,293.1599798827,,,,
"Morocco","Total population with access to safe drinking-water (JMP) (%)",2002,79.3,,2007,81.9,,2012,84.6,,2017,85.4,,,,
"Morocco","Rural population with access to safe drinking-water (JMP) (%)",2002,59.4,,2007,62.1,,2012,64.8,,2017,65.3,,,,
"Morocco","Urban population with access to safe drinking-water (JMP) (%)",2002,96.3,,2007,97.4,,2012,98.5,,2017,98.7,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Mozambique","Rural population (1000 inhab)",2002,13501.744,,2007,15451.006,,2012,17242.761,,2017,19149.788,,,,
"Mozambique","Urban population (1000 inhab)",2002,5637.914,,2007,6737.381,,2012,8433.845,,2017,10519.046,,,,
"Mozambique","Population density (inhab/km2)",2002,23.4733856239,,2007,27.1126573094,,2012,31.1024343866,,2017,35.839047762,,,,
"Mozambique","GDP per capita (current US$/inhab)",2002,287.918273,,2007,462.340614,,2012,636.798114,,2017,445.554402,,,,
"Mozambique","Human Development Index (HDI) [highest = 1] (-)",2002,0.32,,2007,0.372,,2012,0.398,,2017,0.442,,,,
"Mozambique","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",2002,0.6764,,2007,0.6762,,2012,0.66,,2017,0.5907,,,,
"Mozambique","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,50.6311863535,,2007,53.8334130056,,2012,54.6263149551,,2017,51.4153748656,,,,
"Mozambique","Total population with access to safe drinking-water (JMP) (%)",2002,42.6,,2007,46.3,,2012,50.1,,2017,51.1,,,,
"Mozambique","Rural population with access to safe drinking-water (JMP) (%)",2002,28.8,,2007,32.5,,2012,36.3,,2017,37.0,,,,
"Mozambique","Urban population with access to safe drinking-water (JMP) (%)",2002,75.7,,2007,77.9,,2012,80.1,,2017,80.6,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Myanmar","Rural population (1000 inhab)",2002,34228.006,,2007,35246.67,,2012,36064.794,,2017,37187.526,,,,
