

"Area","Area Id","Variable Name","Variable Id","Year","Value","Symbol","Md"
"Brazil",76,"SDG 6.4.2. Water Stress",4550,2012,3.3030969267,"E","","0"
"Brazil",76,"SDG 6.4.1. Water Use Efficiency",4551,2012,21.0300432242,"E","","0"
"Brunei Darussalam",96,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,1.0823529412,"I","","0"
"Brunei Darussalam",96,"SDG 6.4.2. Water Stress",4550,2012,3.4664657121,"E","","0"
"Bulgaria",100,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,26.8291079812,"E","","0"
"Bulgaria",100,"SDG 6.4.2. Water Stress",4550,2012,42.2396333801,"E","","0"
"Bulgaria",100,"SDG 6.4.1. Water Use Efficiency",4551,2012,6.8599776562,"E","","0"
"Burkina Faso",854,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,6.0496296296,"E","","0"
"Burkina Faso",854,"SDG 6.4.2. Water Stress",4550,2012,7.8078393881,"E","","0"
"Burkina Faso",854,"SDG 6.4.1. Water Use Efficiency",4551,2012,8.4916627528,"I","","0"
"Burundi",108,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,2.2343650287,"E","","0"
"Burundi",108,"SDG 6.4.2. Water Stress",4550,2012,10.19286754,"E","","0"
"Burundi",108,"SDG 6.4.1. Water Use Efficiency",4551,2012,5.3692827938,"I","","0"
"Cabo Verde",132,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,8.4333333333,"E","","0"
"Cabo Verde",132,"SDG 6.4.2. Water Stress",4550,2012,8.4333333333,"E","","0"
"Cabo Verde",132,"SDG 6.4.1. Water Use Efficiency",4551,2012,45.985006597,"I","","0"
"Cambodia",116,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,0.4587271582,"I","","0"
"Cambodia",116,"SDG 6.4.2. Water Stress",4550,2012,1.0365448505,"E","","0"
"Cambodia",116,"SDG 6.4.1. Water Use Efficiency",4551,2012,4.4112978437,"E","","0"
"Cameroon",120,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,0.3843898993,"E","","0"
"Cameroon",120,"SDG 6.4.2. Water Stress",4550,2012,1.5604301075,"E","","0"
"Cameroon",120,"SDG 6.4.1. Water Use Efficiency",4551,2012,19.3122233617,"I","","0"
"Canada",124,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,1.255685734,"I","","0"
"Canada",124,"SDG 6.4.2. Water Stress",4550,2012,3.7528321318,"E","","0"
"Canada",124,"SDG 6.4.1. Water Use Efficiency",4551,2012,34.9692502983,"I","","0"
"Central African Republic",140,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,0.0514184397,"I","","0"
"Central African Republic",140,"SDG 6.4.2. Water Stress",4550,2012,0.3356481481,"E","","0"
"Central African Republic",140,"SDG 6.4.1. Water Use Efficiency",4551,2012,18.5315828655,"E","","0"
"Chad",148,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,1.924726477,"I","","0"
"Chad",148,"SDG 6.4.2. Water Stress",4550,2012,4.294921875,"E","","0"
"Chad",148,"SDG 6.4.1. Water Use Efficiency",4551,2012,9.7419099041,"I","","0"
"Chile",152,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,3.8316035794,"E","","0"
"Chile",152,"SDG 6.4.2. Water Stress",4550,2012,8.982121089,"E","","0"
"Chile",152,"SDG 6.4.1. Water Use Efficiency",4551,2012,5.761104746,"I","","0"
"China",156,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,21.0828738619,"E","","0"
"China",156,"SDG 6.4.2. Water Stress",4550,2012,43.7329282365,"E","","0"
"China",156,"SDG 6.4.1. Water Use Efficiency",4551,2012,14.7627055304,"E","","0"
"Colombia",170,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,0.5373920698,"E","","0"
"Colombia",170,"SDG 6.4.2. Water Stress",4550,2012,1.8985707854,"E","","0"
"Colombia",170,"SDG 6.4.1. Water Use Efficiency",4551,2012,17.7728217589,"I","","0"
"Comoros",174,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,0.8333333333,"I","","0"
"Comoros",174,"SDG 6.4.2. Water Stress",4550,2012,0.8333333333,"I","","0"
"Comoros",174,"SDG 6.4.1. Water Use Efficiency",4551,2012,56.7720666726,"I","","0"
"Congo",178,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,0.0055288462,"I","","0"
"Congo",178,"SDG 6.4.2. Water Stress",4550,2012,0.0274463007,"E","","0"
"Congo",178,"SDG 6.4.1. Water Use Efficiency",4551,2012,120.971289426,"I","","0"
"Costa Rica",188,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,2.0699115044,"E","","0"
"Costa Rica",188,"SDG 6.4.2. Water Stress",4550,2012,3.9914675768,"E","","0"
"Costa Rica",188,"SDG 6.4.1. Water Use Efficiency",4551,2012,18.645785953,"I","","0"
"Côte d'Ivoire",384,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,1.4832950374,"I","","0"
"Côte d'Ivoire",384,"SDG 6.4.2. Water Stress",4550,2012,5.4642926639,"E","","0"
"Côte d'Ivoire",384,"SDG 6.4.1. Water Use Efficiency",4551,2012,14.5392708144,"I","","0"
"Croatia",191,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,0.6265402844,"E","","0"
"Croatia",191,"SDG 6.4.2. Water Stress",4550,2012,1.4695420187,"E","","0"
"Croatia",191,"SDG 6.4.1. Water Use Efficiency",4551,2012,56.5973763683,"I","","0"
"Cuba",192,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,17.43279993,"E","","0"
"Cuba",192,"SDG 6.4.2. Water Stress",4550,2012,22.8638683411,"E","","0"
"Cuba",192,"SDG 6.4.1. Water Use Efficiency",4551,2012,11.6224755621,"I","","0"
"Cyprus",196,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,32.7307692308,"E","","0"
"Cyprus",196,"SDG 6.4.2. Water Stress",4550,2012,34.8961180973,"E","","0"
"Cyprus",196,"SDG 6.4.1. Water Use Efficiency",4551,2012,71.7138004404,"I","","0"
"Czechia",203,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,13.9954372624,"E","","0"
"Czechia",203,"SDG 6.4.2. Water Stress",4550,2012,27.9866180049,"E","","0"
"Czechia",203,"SDG 6.4.1. Water Use Efficiency",4551,2012,82.5309659637,"I","","0"
"Democratic People's Republic of Korea",408,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,11.2220349968,"I","","0"
"Democratic People's Republic of Korea",408,"SDG 6.4.2. Water Stress",4550,2012,27.7404677988,"E","","0"
"Democratic People's Republic of Korea",408,"SDG 6.4.1. Water Use Efficiency",4551,2012,1.7147022046,"I","","0"
"Democratic Republic of the Congo",180,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,0.0532813718,"I","","0"
"Democratic Republic of the Congo",180,"SDG 6.4.2. Water Stress",4550,2012,0.2268835048,"E","","0"
"Democratic Republic of the Congo",180,"SDG 6.4.1. Water Use Efficiency",4551,2012,32.0984754441,"I","","0"
"Denmark",208,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,12.1416666667,"E","","0"
"Denmark",208,"SDG 6.4.2. Water Stress",4550,2012,19.6998377501,"E","","0"
"Denmark",208,"SDG 6.4.1. Water Use Efficiency",4551,2012,342.4108700877,"I","","0"
"Djibouti",262,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,6.3333333333,"I","","0"
"Djibouti",262,"SDG 6.4.2. Water Stress",4550,2012,6.3333333333,"I","","0"
"Dominica",212,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,10.0,"I","","0"
"Dominica",212,"SDG 6.4.2. Water Stress",4550,2012,10.0,"I","","0"
"Dominican Republic",214,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,33.7223829787,"E","","0"
"Dominican Republic",214,"SDG 6.4.2. Water Stress",4550,2012,43.919086677,"E","","0"
"Dominican Republic",214,"SDG 6.4.1. Water Use Efficiency",4551,2012,6.4856305584,"I","","0"
"Ecuador",218,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,2.2413652803,"I","","0"
"Ecuador",218,"SDG 6.4.2. Water Stress",4550,2012,6.7823529412,"E","","0"
"Ecuador",218,"SDG 6.4.1. Water Use Efficiency",4551,2012,8.392057641,"I","","0"
"Egypt",818,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,110.7826086957,"E","","0"
"Egypt",818,"SDG 6.4.2. Water Stress",4550,2012,116.029143898,"E","","0"
"Egypt",818,"SDG 6.4.1. Water Use Efficiency",4551,2012,4.0957701528,"E","","0"
"El Salvador",222,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,8.0624286258,"I","","0"
"El Salvador",222,"SDG 6.4.2. Water Stress",4550,2012,13.2127261385,"E","","0"
"El Salvador",222,"SDG 6.4.1. Water Use Efficiency",4551,2012,8.9200102866,"I","","0"
"Equatorial Guinea",226,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,0.0761538462,"E","","0"
"Equatorial Guinea",226,"SDG 6.4.2. Water Stress",4550,2012,0.1835032437,"E","","0"
"Eritrea",232,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,7.956254272,"I","","0"
"Eritrea",232,"SDG 6.4.2. Water Stress",4550,2012,11.1751152074,"E","","0"
"Eritrea",232,"SDG 6.4.1. Water Use Efficiency",4551,2012,5.6429231436,"I","","0"
"Estonia",233,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,12.7362173981,"E","","0"
"Estonia",233,"SDG 6.4.2. Water Stress",4550,2012,17.6515151515,"E","","0"
"Estonia",233,"SDG 6.4.1. Water Use Efficiency",4551,2012,11.1925977556,"I","","0"
"Eswatini",748,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,23.6807095344,"E","","0"
"Eswatini",748,"SDG 6.4.2. Water Stress",4550,2012,77.559912854,"E","","0"
"Eswatini",748,"SDG 6.4.1. Water Use Efficiency",4551,2012,3.141061812,"I","","0"
"Ethiopia",231,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,7.8450894188,"E","","0"
"Ethiopia",231,"SDG 6.4.2. Water Stress",4550,2012,29.2691409508,"E","","0"
"Ethiopia",231,"SDG 6.4.1. Water Use Efficiency",4551,2012,2.452080984,"E","","0"
"Fiji",242,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,0.2973730298,"I","","0"
"Fiji",242,"SDG 6.4.2. Water Stress",4550,2012,0.2973730298,"I","","0"
"Fiji",242,"SDG 6.4.1. Water Use Efficiency",4551,2012,35.7283136382,"I","","0"
"Finland",246,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,5.9654545455,"I","","0"
"Finland",246,"SDG 6.4.2. Water Stress",4550,2012,15.5608252312,"E","","0"
"Finland",246,"SDG 6.4.1. Water Use Efficiency",4551,2012,103.333647414,"I","","0"
"France",250,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,13.3,"E","","0"
"France",250,"SDG 6.4.2. Water Stress",4550,2012,24.567101462,"E","","0"
"France",250,"SDG 6.4.1. Water Use Efficiency",4551,2012,74.77727936,"I","","0"
"Gabon",266,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,0.0837951807,"I","","0"
"Gabon",266,"SDG 6.4.2. Water Stress",4550,2012,0.502166065,"E","","0"
"Gabon",266,"SDG 6.4.1. Water Use Efficiency",4551,2012,81.1910771394,"E","","0"
"Gambia",270,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,1.27,"E","","0"
"Gambia",270,"SDG 6.4.2. Water Stress",4550,2012,2.2096563723,"E","","0"
"Gambia",270,"SDG 6.4.1. Water Use Efficiency",4551,2012,8.5621310245,"I","","0"
"Georgia",268,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,2.8785725565,"I","","0"
"Georgia",268,"SDG 6.4.2. Water Stress",4550,2012,5.9381107492,"E","","0"
"Georgia",268,"SDG 6.4.1. Water Use Efficiency",4551,2012,6.1790217106,"I","","0"
"Germany",276,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,18.1043290043,"I","","0"
"Germany",276,"SDG 6.4.2. Water Stress",4550,2012,38.2136330409,"E","","0"
"Germany",276,"SDG 6.4.1. Water Use Efficiency",4551,2012,108.8454596344,"I","","0"
"Ghana",288,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,2.340747331,"E","","0"
"Ghana",288,"SDG 6.4.2. Water Stress",4550,2012,5.7345248474,"E","","0"
"Ghana",288,"SDG 6.4.1. Water Use Efficiency",4551,2012,24.6252800514,"I","","0"
"Greece",300,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,14.5248538012,"E","","0"
"Greece",300,"SDG 6.4.2. Water Stress",4550,2012,20.0991300829,"E","","0"
"Greece",300,"SDG 6.4.1. Water Use Efficiency",4551,2012,17.68111874,"E","","0"
"Grenade",308,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,6.5944444444,"I","","0"
"Grenade",308,"SDG 6.4.2. Water Stress",4550,2012,6.5944444444,"I","","0"
"Guatemala",320,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,2.5987803925,"I","","0"
"Guatemala",320,"SDG 6.4.2. Water Stress",4550,2012,5.7420970807,"E","","0"
"Guatemala",320,"SDG 6.4.1. Water Use Efficiency",4551,2012,15.2338699924,"I","","0"
"Guinea",324,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,0.2539823009,"I","","0"
"Guinea",324,"SDG 6.4.2. Water Stress",4550,2012,0.8830769231,"E","","0"
"Guinea",324,"SDG 6.4.1. Water Use Efficiency",4551,2012,10.3402044009,"I","","0"
"Guinea-Bissau",624,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,0.5573248408,"I","","0"
"Guinea-Bissau",624,"SDG 6.4.2. Water Stress",4550,2012,1.4957264957,"E","","0"
"Guinea-Bissau",624,"SDG 6.4.1. Water Use Efficiency",4551,2012,2.6352076641,"I","","0"
"Guyana",328,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,0.533099631,"I","","0"
"Guyana",328,"SDG 6.4.2. Water Stress",4550,2012,3.2984018265,"E","","0"
"Guyana",328,"SDG 6.4.1. Water Use Efficiency",4551,2012,1.6185410955,"I","","0"
"Haiti",332,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,10.3408928826,"I","","0"
"Haiti",332,"SDG 6.4.2. Water Stress",4550,2012,13.3837917667,"E","","0"
"Haiti",332,"SDG 6.4.1. Water Use Efficiency",4551,2012,4.4318106608,"I","","0"
"Honduras",340,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,1.7436309188,"I","","0"
"Honduras",340,"SDG 6.4.2. Water Stress",4550,2012,4.621268764,"E","","0"
"Honduras",340,"SDG 6.4.1. Water Use Efficiency",4551,2012,10.2019275249,"I","","0"
"Hungary",348,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,4.8567307692,"E","","0"
"Hungary",348,"SDG 6.4.2. Water Stress",4550,2012,8.7236614853,"E","","0"
"Hungary",348,"SDG 6.4.1. Water Use Efficiency",4551,2012,17.9459424694,"E","","0"
"Iceland",352,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,0.1729411765,"E","","0"
"Iceland",352,"SDG 6.4.2. Water Stress",4550,2012,0.3995108031,"E","","0"
"India",356,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,33.884557015,"I","","0"
"India",356,"SDG 6.4.2. Water Stress",4550,2012,66.4920928322,"E","","0"
"India",356,"SDG 6.4.1. Water Use Efficiency",4551,2012,2.0072468446,"I","","0"
"Indonesia",360,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,9.6742334175,"I","","0"
"Indonesia",360,"SDG 6.4.2. Water Stress",4550,2012,26.0495865013,"E","","0"
"Indonesia",360,"SDG 6.4.1. Water Use Efficiency",4551,2012,3.2235240066,"I","","0"
"Iran (Islamic Republic of)",364,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,67.8244372286,"I","","0"
"Iran (Islamic Republic of)",364,"SDG 6.4.2. Water Stress",4550,2012,81.2890812891,"E","","0"
"Iran (Islamic Republic of)",364,"SDG 6.4.1. Water Use Efficiency",4551,2012,4.080769554,"I","","0"
"Iraq",368,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,48.6289148199,"E","","0"
"Iraq",368,"SDG 6.4.2. Water Stress",4550,2012,61.3735152488,"E","","0"
"Iraq",368,"SDG 6.4.1. Water Use Efficiency",4551,2012,3.348219206,"I","","0"
"Ireland",372,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,1.4557692308,"I","","0"
"Ireland",372,"SDG 6.4.2. Water Stress",4550,2012,3.6429258903,"E","","0"
"Ireland",372,"SDG 6.4.1. Water Use Efficiency",4551,2012,220.7447371936,"I","","0"
"Israel",376,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,70.9213483146,"I","","0"
"Israel",376,"SDG 6.4.2. Water Stress",4550,2012,108.912086964,"E","","0"
"Israel",376,"SDG 6.4.1. Water Use Efficiency",4551,2012,120.6612872197,"E","","0"
"Italy",380,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,17.7650126664,"E","","0"
"Italy",380,"SDG 6.4.2. Water Stress",4550,2012,29.9449019568,"E","","0"
"Italy",380,"SDG 6.4.1. Water Use Efficiency",4551,2012,48.1799971211,"I","","0"
"Jamaica",388,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,13.7735774343,"I","","0"
"Jamaica",388,"SDG 6.4.2. Water Stress",4550,2012,13.7735774343,"I","","0"
"Jamaica",388,"SDG 6.4.1. Water Use Efficiency",4551,2012,8.4156330025,"I","","0"
"Japan",392,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,18.8888372093,"I","","0"
"Japan",392,"SDG 6.4.2. Water Stress",4550,2012,37.3434482759,"E","","0"
"Japan",392,"SDG 6.4.1. Water Use Efficiency",4551,2012,51.5754521996,"I","","0"
"Jordan",400,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,90.6083244397,"E","","0"
"Jordan",400,"SDG 6.4.2. Water Stress",4550,2012,94.0303466608,"E","","0"
"Jordan",400,"SDG 6.4.1. Water Use Efficiency",4551,2012,37.9217501534,"E","","0"
"Kazakhstan",398,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,19.7306521539,"E","","0"
"Kazakhstan",398,"SDG 6.4.2. Water Stress",4550,2012,29.6671289875,"E","","0"
"Kazakhstan",398,"SDG 6.4.1. Water Use Efficiency",4551,2012,6.7899950049,"I","","0"
"Kenya",404,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,10.4846905537,"I","","0"
"Kenya",404,"SDG 6.4.2. Water Stress",4550,2012,26.5358615004,"E","","0"
"Kenya",404,"SDG 6.4.1. Water Use Efficiency",4551,2012,11.314679041,"I","","0"
"Kuwait",414,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,3093.4615384615,"E","","0"
"Kuwait",414,"SDG 6.4.2. Water Stress",4550,2012,3093.4615384615,"E","","0"
"Kuwait",414,"SDG 6.4.1. Water Use Efficiency",4551,2012,112.6073948084,"E","","0"
"Kyrgyzstan",417,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,32.6318909306,"I","","0"
"Kyrgyzstan",417,"SDG 6.4.2. Water Stress",4550,2012,50.0389559797,"E","","0"
"Kyrgyzstan",417,"SDG 6.4.1. Water Use Efficiency",4551,2012,0.6356685879,"I","","0"
"Lao People's Democratic Republic",418,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,1.9982008996,"E","","0"
"Lao People's Democratic Republic",418,"SDG 6.4.2. Water Stress",4550,2012,4.3441981747,"E","","0"
"Lao People's Democratic Republic",418,"SDG 6.4.1. Water Use Efficiency",4551,2012,1.3655961535,"I","","0"
"Latvia",428,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,0.7103606182,"E","","0"
"Latvia",428,"SDG 6.4.2. Water Stress",4550,2012,1.4625810253,"E","","0"
"Latvia",428,"SDG 6.4.1. Water Use Efficiency",4551,2012,82.5400772365,"I","","0"
"Lebanon",422,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,35.4696868754,"I","","0"
"Lebanon",422,"SDG 6.4.2. Water Stress",4550,2012,51.8234912395,"E","","0"
"Lebanon",422,"SDG 6.4.1. Water Use Efficiency",4551,2012,25.7680071121,"I","","0"
"Lesotho",426,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,1.4493712773,"E","","0"
"Lesotho",426,"SDG 6.4.2. Water Stress",4550,2012,2.5659050967,"E","","0"
"Lesotho",426,"SDG 6.4.1. Water Use Efficiency",4551,2012,44.942913147,"I","","0"
"Liberia",430,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,0.062887931,"E","","0"
"Liberia",430,"SDG 6.4.2. Water Stress",4550,2012,0.2643115942,"E","","0"
"Liberia",430,"SDG 6.4.1. Water Use Efficiency",4551,2012,3.0496116988,"E","","0"
"Libya",434,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,817.1428571429,"E","","0"
"Libya",434,"SDG 6.4.2. Water Stress",4550,2012,817.1428571429,"E","","0"
"Libya",434,"SDG 6.4.1. Water Use Efficiency",4551,2012,23.1531088193,"I","","0"
"Lithuania",440,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,2.1910204082,"I","","0"
"Lithuania",440,"SDG 6.4.2. Water Stress",4550,2012,3.870223504,"E","","0"
"Lithuania",440,"SDG 6.4.1. Water Use Efficiency",4551,2012,46.7116066173,"I","","0"
"Luxembourg",442,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,1.2742857143,"E","","0"
"Luxembourg",442,"SDG 6.4.2. Water Stress",4550,2012,3.6981757877,"E","","0"
"Madagascar",450,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,4.0228189911,"E","","0"
"Madagascar",450,"SDG 6.4.2. Water Stress",4550,2012,11.3446861925,"E","","0"
"Madagascar",450,"SDG 6.4.1. Water Use Efficiency",4551,2012,0.6203218105,"I","","0"
"Malawi",454,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,7.8518518519,"I","","0"
"Malawi",454,"SDG 6.4.2. Water Stress",4550,2012,17.5048380854,"E","","0"
"Malawi",454,"SDG 6.4.1. Water Use Efficiency",4551,2012,2.4638146076,"I","","0"
"Malaysia",458,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,1.0532486388,"I","","0"
"Malaysia",458,"SDG 6.4.2. Water Stress",4550,2012,3.1327395412,"E","","0"
"Malaysia",458,"SDG 6.4.1. Water Use Efficiency",4551,2012,42.5626793127,"I","","0"
"Maldives",462,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,15.6666666667,"I","","0"
"Maldives",462,"SDG 6.4.2. Water Stress",4550,2012,15.6666666667,"I","","0"
"Mali",466,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,4.3216666667,"I","","0"
"Mali",466,"SDG 6.4.2. Water Stress",4550,2012,8.0030864198,"E","","0"
"Mali",466,"SDG 6.4.1. Water Use Efficiency",4551,2012,1.1671367423,"E","","0"
"Malta",470,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,79.4059405941,"E","","0"
"Malta",470,"SDG 6.4.2. Water Stress",4550,2012,79.4059405941,"E","","0"
"Malta",470,"SDG 6.4.1. Water Use Efficiency",4551,2012,186.4756899506,"I","","0"
"Mauritania",478,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,11.8263157895,"E","","0"
"Mauritania",478,"SDG 6.4.2. Water Stress",4550,2012,13.2462173315,"E","","0"
"Mauritania",478,"SDG 6.4.1. Water Use Efficiency",4551,2012,3.1873956859,"I","","0"
"Mauritius",480,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,21.1559432933,"E","","0"
"Mauritius",480,"SDG 6.4.2. Water Stress",4550,2012,21.1559432933,"E","","0"
"Mauritius",480,"SDG 6.4.1. Water Use Efficiency",4551,2012,15.513630221,"I","","0"
"Mexico",484,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,17.9112685326,"E","","0"
"Mexico",484,"SDG 6.4.2. Water Stress",4550,2012,31.0329047069,"E","","0"
"Mexico",484,"SDG 6.4.1. Water Use Efficiency",4551,2012,12.5026172022,"E","","0"
"Mongolia",496,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,1.408908046,"I","","0"
"Mongolia",496,"SDG 6.4.2. Water Stress",4550,2012,3.5998531571,"E","","0"
"Mongolia",496,"SDG 6.4.1. Water Use Efficiency",4551,2012,15.3132539238,"I","","0"
"Montenegro",499,"SDG 6.4.1. Water Use Efficiency",4551,2012,17.7037372208,"I","","0"
"Morocco",504,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,36.4586206897,"I","","0"
"Morocco",504,"SDG 6.4.2. Water Stress",4550,2012,50.7512120194,"E","","0"
"Morocco",504,"SDG 6.4.1. Water Use Efficiency",4551,2012,7.0063959046,"I","","0"
"Mozambique",508,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,0.6255899191,"E","","0"
"Mozambique",508,"SDG 6.4.2. Water Stress",4550,2012,1.6149295057,"E","","0"
"Mozambique",508,"SDG 6.4.1. Water Use Efficiency",4551,2012,6.2331286596,"I","","0"
"Myanmar",104,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,2.8456071245,"I","","0"
"Myanmar",104,"SDG 6.4.2. Water Stress",4550,2012,5.8015013966,"E","","0"
"Myanmar",104,"SDG 6.4.1. Water Use Efficiency",4551,2012,1.179612652,"I","","0"
"Namibia",516,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,0.7063392633,"I","","0"
"Namibia",516,"SDG 6.4.2. Water Stress",4550,2012,0.8615525672,"E","","0"
"Namibia",516,"SDG 6.4.1. Water Use Efficiency",4551,2012,29.2172841802,"I","","0"
"Nepal",524,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,4.5181255947,"E","","0"
"Nepal",524,"SDG 6.4.2. Water Stress",4550,2012,8.3118326623,"E","","0"
"Nepal",524,"SDG 6.4.1. Water Use Efficiency",4551,2012,1.7574556491,"I","","0"
"Netherlands",528,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,11.7802197802,"E","","0"
"Netherlands",528,"SDG 6.4.2. Water Stress",4550,2012,20.3531422062,"E","","0"
"Netherlands",528,"SDG 6.4.1. Water Use Efficiency",4551,2012,61.6674154707,"I","","0"
"New Zealand",554,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,2.3051987768,"I","","0"
"New Zealand",554,"SDG 6.4.2. Water Stress",4550,2012,6.1434392828,"E","","0"
"New Zealand",554,"SDG 6.4.1. Water Use Efficiency",4551,2012,28.150594325,"I","","0"
